"Bouffignereux",2160,49.366667,3.85
"Bouresches",2400,49.066667,3.3
"Bourg-et-Comin",2160,49.4,3.65
"Bourguignon-sous-Coucy",2300,49.55,3.166667
"La Bouteille",2140,49.866667,3.966667
"Braine",2220,49.333333,3.533333
"Brancourt-en-Laonnois",2320,49.516667,3.416667
"Brancourt-le-Grand",2110,49.966667,3.383333
"Branges",2130,49.266667,3.5
"Brasles",2400,49.05,3.433333
"Braye-en-Laonnois",2000,49.433333,3.616667
"Braye-en-Thiérache",2140,49.783333,3.966667
"Bray-Saint-Christophe",2480,49.766667,3.15
"Braye",2880,49.433333,3.366667
"Brécy",2210,49.15,3.433333
"Brenelle",2220,49.366667,3.533333
"Brény",2210,49.183333,3.35
"Brissay-Choigny",2240,49.716667,3.366667
"Brumetz",2810,49.1,3.15
"Brunehamel",2360,49.766667,4.183333
"Bruyères-sur-Fère",2130,49.183333,3.433333
"Bruyères-et-Montbérault",2860,49.516667,3.666667
"Bruys",2220,49.266667,3.566667
"Bucilly",2500,49.883333,4.083333
"Bucy-le-Long",2880,49.4,3.383333
"Bucy-lès-Cerny",2870,49.583333,3.516667
"Bucy-lès-Pierrepont",2350,49.65,3.9
"Buire",2500,49.9,4.05
"Buironfosse",2620,49.966667,3.833333
"Burelles",2140,49.783333,3.9
"Bussiares",2810,49.083333,3.25
"Buzancy",2200,49.316667,3.35
"Caillouël-Crépigny",2300,49.616667,3.15
"Castres",2680,49.8,3.233333
"Le Catelet",2420,50,3.25
"Caulaincourt",2490,49.866667,3.1
"Caumont",2300,49.616667,3.183333
"Celles-lès-Condé",2330,49.016667,3.566667
"Celles-sur-Aisne",2370,49.416667,3.483333
"Cerizy",2240,49.75,3.333333
"Cerny-en-Laonnois",2860,49.45,3.666667
"Cerny-lès-Bucy",2870,49.583333,3.533333
"Cerseuil",2220,49.333333,3.516667
"Cessières",2320,49.566667,3.483333
"Chacrise",2200,49.3,3.4
"Chaillevois",2000,49.516667,3.516667
"Chalandry",2270,49.683333,3.633333
"Chambry",2000,49.6,3.65
"Chamouille",2860,49.466667,3.666667
"Champs",2670,49.533333,3.25
"Chaourse",2340,49.7",4
"La Chapelle-Monthodon",2330,49.016667,3.633333
"La Chapelle-sur-Chézy",2570,48.95,3.383333
"Le Charmel",2850,49.116667,3.55
"Charmes",2800,49.65,3.383333
"Chartèves",2400,49.083333,3.5
"Chassemy",2370,49.383333,3.5
"Château-Thierry",2400,49.05,3.4
"Châtillon-lès-Sons",2270,49.75,3.683333
"Châtillon-sur-Oise",2240,49.783333,3.4
"Chaudardes",2160,49.383333,3.783333
"Chaudun",2200,49.316667,3.266667
"Chauny",2300,49.616667,3.216667
"Chavignon",2000,49.483333,3.516667
"Chavigny",2880,49.433333,3.3
"Chavonne",2370,49.4,3.566667
"Chéret",2860,49.516667,3.683333
"Chermizy-Ailles",2860,49.466667,3.733333
"Chéry-Chartreuve",2220,49.266667,3.616667
"Chéry-lès-Pouilly",2000,49.65,3.6
